yourlist:M202206094ABAA9BC7178C81CEBC9459510EDDEA34FF825K	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC577726	A0A7M7N2B5	A0A7M7N2B5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1038
LOC577726	A0A7M7N2W1	A0A7M7N2W1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	993
LOC577726	A0A7M7N3Y8	A0A7M7N3Y8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	960
LOC577726	A0A7M7STK1	A0A7M7STK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1028
LOC100893124	A0A7M7PTI5	A0A7M7PTI5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	425
LOC100889866	A0A7M7LPD1	A0A7M7LPD1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	438
LOC575485	A0A7M7N019	A0A7M7N019_STRPU	unreviewed	VWFC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1420
LOC575485	A0A7M7N182	A0A7M7N182_STRPU	unreviewed	VWFC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1271
LOC576034	A0A7M7NGG3	A0A7M7NGG3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1005
LOC576034	A0A7M7NGG8	A0A7M7NGG8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1029
LOC576034	A0A7M7NGH1	A0A7M7NGH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1006
LOC576034	A0A7M7NGQ9	A0A7M7NGQ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1028
LOC576034	A0A7M7NGS7	A0A7M7NGS7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1046
LOC576034	A0A7M7NGT2	A0A7M7NGT2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	769
LOC576034	A0A7M7NGX8	A0A7M7NGX8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1048
LOC576034	A0A7M7NGY2	A0A7M7NGY2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	959
LOC576034	A0A7M7NGY8	A0A7M7NGY8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	855
LOC576034	A0A7M7NIG2	A0A7M7NIG2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1034
LOC576034	A0A7M7NIH0	A0A7M7NIH0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	746
LOC576034	A0A7M7NIS7	A0A7M7NIS7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	983
LOC576034	A0A7M7SWC2	A0A7M7SWC2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	966
LOC576034	A0A7M7SWF8	A0A7M7SWF8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1052
LOC576034	A0A7M7SWG0	A0A7M7SWG0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	943
LOC105441544	A0A7M7ND81	A0A7M7ND81_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC594826	A0A7M7MZT4	A0A7M7MZT4_STRPU	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)		Strongylocentrotus purpuratus (Purple sea urchin)	1053
LOC594826	A0A7M7MZY1	A0A7M7MZY1_STRPU	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)		Strongylocentrotus purpuratus (Purple sea urchin)	1043
LOC594826	A0A7M7N029	A0A7M7N029_STRPU	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)		Strongylocentrotus purpuratus (Purple sea urchin)	1064
LOC594826	A0A7M7N100	A0A7M7N100_STRPU	unreviewed	Non-specific protein-tyrosine kinase (EC 2.7.10.2)		Strongylocentrotus purpuratus (Purple sea urchin)	906
LOC100889028	A0A7M7N3F0	A0A7M7N3F0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	761
LOC593395	A0A7M7HIG8	A0A7M7HIG8_STRPU	unreviewed	DUF5917 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	887
LOC593395	A0A7M7NSS5	A0A7M7NSS5_STRPU	unreviewed	DUF5917 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	895
LOC115926076	A0A7M7T161	A0A7M7T161_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	599
LOC579853	A0A7M7P0N4	A0A7M7P0N4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0P9	A0A7M7P0P9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0Q9	A0A7M7P0Q9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0R9	A0A7M7P0R9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0T0	A0A7M7P0T0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P0U9	A0A7M7P0U9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0W2	A0A7M7P0W2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0W5	A0A7M7P0W5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0X7	A0A7M7P0X7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0Y3	A0A7M7P0Y3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P0Y9	A0A7M7P0Y9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P107	A0A7M7P107_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6597
LOC579853	A0A7M7P116	A0A7M7P116_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P134	A0A7M7P134_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P145	A0A7M7P145_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P194	A0A7M7P194_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1B2	A0A7M7P1B2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1C9	A0A7M7P1C9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1E8	A0A7M7P1E8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P1T6	A0A7M7P1T6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1U6	A0A7M7P1U6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1W1	A0A7M7P1W1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1X0	A0A7M7P1X0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P1Y4	A0A7M7P1Y4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P2P3	A0A7M7P2P3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6693
LOC579853	A0A7M7P2Q4	A0A7M7P2Q4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P2R8	A0A7M7P2R8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P2S8	A0A7M7P2S8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P2U0	A0A7M7P2U0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P386	A0A7M7P386_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P395	A0A7M7P395_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3A8	A0A7M7P3A8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3C0	A0A7M7P3C0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P3D5	A0A7M7P3D5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3E5	A0A7M7P3E5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3G2	A0A7M7P3G2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P6H8	A0A7M7P6H8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P6J0	A0A7M7P6J0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P6K0	A0A7M7P6K0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P6L2	A0A7M7P6L2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7T0B9	A0A7M7T0B9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0C0	A0A7M7T0C0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0C2	A0A7M7T0C2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0C4	A0A7M7T0C4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7T0D4	A0A7M7T0D4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6704
LOC579853	A0A7M7T0D7	A0A7M7T0D7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0D9	A0A7M7T0D9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0E1	A0A7M7T0E1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0E3	A0A7M7T0E3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC592210	A0A7M7MZC3	A0A7M7MZC3_STRPU	unreviewed	VWFA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	982
LOC100889703	A0A7M7PBM1	A0A7M7PBM1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	254
LOC578975	A0A7M7N1R7	A0A7M7N1R7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3724
LOC578975	A0A7M7N3K1	A0A7M7N3K1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3304
LOC100890558	A0A7M7GHN0	A0A7M7GHN0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	634
LOC100890558	A0A7M7PSL3	A0A7M7PSL3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	607
LOC574607	A0A7M7N9F2	A0A7M7N9F2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	477
LOC574607	A0A7M7N9N1	A0A7M7N9N1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	468
LOC574607	A0A7M7N9P2	A0A7M7N9P2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	419
LOC756807	A0A7M7PQC4	A0A7M7PQC4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	385
LOC578433	A0A7M7HID7	A0A7M7HID7_STRPU	unreviewed	PHB domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	298
LOC589364	A0A7M7NC68	A0A7M7NC68_STRPU	unreviewed	Cilia- and flagella-associated protein 91		Strongylocentrotus purpuratus (Purple sea urchin)	1081
LOC100890181	A0A7M7NIW3	A0A7M7NIW3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	266
LOC105443937	A0A7M7HKL3	A0A7M7HKL3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1093
LOC580010	A0A7M7PSC4	A0A7M7PSC4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2574
LOC115927947	A0A7M7PEB0	A0A7M7PEB0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	445
LOC588049	A0A7M7RGP1	A0A7M7RGP1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	336
LOC578834	A0A7M7P7H8	A0A7M7P7H8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1525
LOC578834	A0A7M7P851	A0A7M7P851_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1482
LOC578834	A0A7M7P874	A0A7M7P874_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1522
LOC578834	A0A7M7P8S0	A0A7M7P8S0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1526
LOC578834	A0A7M7PAA4	A0A7M7PAA4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1515
LOC578834	A0A7M7PDB3	A0A7M7PDB3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1484
LOC578834	A0A7M7T1R1	A0A7M7T1R1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1483
LOC100891770	A0A7M7PUA3	A0A7M7PUA3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	793
LOC100891770	A0A7M7PWK0	A0A7M7PWK0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	768
LOC115918037	A0A7M7NHW4	A0A7M7NHW4_STRPU	unreviewed	Guanylate cyclase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	696
LOC115921821	A0A7M7SWA6	A0A7M7SWA6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	149
LOC576280	A0A7M7NDQ5	A0A7M7NDQ5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2035
LOC576280	A0A7M7NGE1	A0A7M7NGE1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2306
LOC576280	A0A7M7NHZ9	A0A7M7NHZ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2295
LOC576280	A0A7M7SVV6	A0A7M7SVV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2198
LOC100889618	A0A7M7SYN6	A0A7M7SYN6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2662
LOC100890887	A0A7M7GG75	A0A7M7GG75_STRPU	unreviewed	BHLH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	159
LOC100890965	A0A7M7NVW0	A0A7M7NVW0_STRPU	unreviewed	ABC transporter domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	714
LOC581020	A0A7M7NFR4	A0A7M7NFR4_STRPU	unreviewed	Arachidonate--CoA ligase (EC 6.2.1.15) (EC 6.2.1.3)		Strongylocentrotus purpuratus (Purple sea urchin)	660
LOC582140	A0A7M7N4S7	A0A7M7N4S7_STRPU	unreviewed	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)		Strongylocentrotus purpuratus (Purple sea urchin)	1356
LOC100892920	A0A7M7N7H3	A0A7M7N7H3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC100892920	A0A7M7N9D9	A0A7M7N9D9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	581
LOC100889571	A0A7M7LPS7	A0A7M7LPS7_STRPU	unreviewed	Riboflavin transporter		Strongylocentrotus purpuratus (Purple sea urchin)	574
LOC580390	A0A7M7GII2	A0A7M7GII2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	948
LOC580390	A0A7M7GM30	A0A7M7GM30_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	949
LOC580390	A0A7M7RBH0	A0A7M7RBH0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	961
LOC105438121	A0A7M7PQ24	A0A7M7PQ24_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	306
LOC752290	A0A7M7LKV5	A0A7M7LKV5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	432
LOC578589	A0A7M7NLT5	A0A7M7NLT5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC115929631	A0A7M7PPX7	A0A7M7PPX7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	564
LOC579694	A0A7M7NHM3	A0A7M7NHM3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	288
LOC105438307	A0A7M7N2Z8	A0A7M7N2Z8_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	850
LOC105445505	A0A7M7PKH1	A0A7M7PKH1_STRPU	unreviewed	Fibronectin type-III domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	134
LOC115928842	A0A7M7SWN1	A0A7M7SWN1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	139
LOC105437706	A0A7M7PSF1	A0A7M7PSF1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	8578
LOC105437706	A0A7M7PU57	A0A7M7PU57_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	8608
LOC105437706	A0A7M7PWK2	A0A7M7PWK2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	8696
LOC105437706	A0A7M7T5K9	A0A7M7T5K9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	8642
LOC105437706	A0A7M7T5M2	A0A7M7T5M2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	8680
LOC100888702	A0A7M7SWH3	A0A7M7SWH3_STRPU	unreviewed	CUB domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1193
LOC576649	A0A7M7N258	A0A7M7N258_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1840
LOC576649	A0A7M7N421	A0A7M7N421_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1840
LOC576649	A0A7M7R9T1	A0A7M7R9T1_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1833
LOC578518	A0A7M7PMT2	A0A7M7PMT2_STRPU	unreviewed	V-type proton ATPase subunit a		Strongylocentrotus purpuratus (Purple sea urchin)	831
LOC581259	A0A7M7NGF1	A0A7M7NGF1_STRPU	unreviewed	HECT domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	906
LOC105440766	A0A7M7HHW7	A0A7M7HHW7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	132
LOC583286	A0A7M7HN47	A0A7M7HN47_STRPU	unreviewed	FCP1 homology domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	393
LOC583286	A0A7M7RF07	A0A7M7RF07_STRPU	unreviewed	FCP1 homology domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	485
LOC100893653	A0A7M7PH20	A0A7M7PH20_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1047
LOC764826	A0A7M7P5A8	A0A7M7P5A8_STRPU	unreviewed	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)		Strongylocentrotus purpuratus (Purple sea urchin)	1676
LOC576684	A0A7M7N644	A0A7M7N644_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	537
LOC105442065	A0A7M7HNY6	A0A7M7HNY6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	633
LOC115929441	A0A7M7PN30	A0A7M7PN30_STRPU	unreviewed	SH3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1342
LOC115929441	A0A7M7PPP8	A0A7M7PPP8_STRPU	unreviewed	SH3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1352
LOC115919319	A0A7M7N028	A0A7M7N028_STRPU	unreviewed	Pep_M12B_propep domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	224
LOC587381	A0A7M7RDE7	A0A7M7RDE7_STRPU	unreviewed	Acyl_transf_3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	829
LOC100890598	A0A7M7P1F9	A0A7M7P1F9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	437
LOC100889821	A0A7M7GLC8	A0A7M7GLC8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	268
LOC584384	A0A7M7HKD2	A0A7M7HKD2_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1258
LOC584384	A0A7M7RD76	A0A7M7RD76_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1264
LOC593971	A0A7M7RFD7	A0A7M7RFD7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	404
LOC100888103	A0A7M7SZB4	A0A7M7SZB4_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	339
LOC105436882	A0A7M7PA83	A0A7M7PA83_STRPU	unreviewed	Lipase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	270
