yourlist:M202206095BF3C56A578D7D6DFD1FC81EE5DA773050093F2	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC584256	A0A7M7HQ82	A0A7M7HQ82_STRPU	unreviewed	Hexosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	428
LOC115920182	A0A7M7N4S0	A0A7M7N4S0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	139
LOC115920182	A0A7M7N4S9	A0A7M7N4S9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	186
LOC115920182	A0A7M7PUJ2	A0A7M7PUJ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	174
LOC594323	A0A7M7HF61	A0A7M7HF61_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC594323	A0A7M7HFJ8	A0A7M7HFJ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC594323	A0A7M7HJ34	A0A7M7HJ34_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	866
LOC594323	A0A7M7HJ67	A0A7M7HJ67_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	877
LOC594323	A0A7M7LSP7	A0A7M7LSP7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	880
LOC594323	A0A7M7NTP2	A0A7M7NTP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	880
LOC594323	A0A7M7NWH9	A0A7M7NWH9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC594323	A0A7M7NZG5	A0A7M7NZG5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	858
LOC105442103	A0A7M7NCM4	A0A7M7NCM4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	328
LOC763385	A0A7M7G1I0	A0A7M7G1I0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	339
LOC100889551	A0A7M7NKE2	A0A7M7NKE2_STRPU	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)		Strongylocentrotus purpuratus (Purple sea urchin)	233
LOC100889551	A0A7M7NMH6	A0A7M7NMH6_STRPU	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)		Strongylocentrotus purpuratus (Purple sea urchin)	229
LOC755175	A0A7M7N6G4	A0A7M7N6G4_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	492
LOC581357	A0A7M7N7G4	A0A7M7N7G4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	488
LOC578509	A0A7M7NNZ3	A0A7M7NNZ3_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	770
LOC578509	A0A7M7SXW2	A0A7M7SXW2_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	769
LOC115918297	A0A7M7MYL6	A0A7M7MYL6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	507
LOC115926743	A0A7M7T1Y3	A0A7M7T1Y3_STRPU	unreviewed	GST N-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	121
LOC587593	A0A7M7HJZ0	A0A7M7HJZ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	983
LOC587593	A0A7M7HPA6	A0A7M7HPA6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1042
LOC587593	A0A7M7P9B5	A0A7M7P9B5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1041
LOC578862	A0A7M7HMG3	A0A7M7HMG3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	613
LOC755699	A0A7M7GH51	A0A7M7GH51_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	395
LOC115917941	A0A7M7HIK0	A0A7M7HIK0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	103
LOC100893023	A0A7M7GMK1	A0A7M7GMK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC581691	A0A7M7NMW0	A0A7M7NMW0_STRPU	unreviewed	Zinc-hook domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1316
LOC583708	A0A7M7PA37	A0A7M7PA37_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	695
LOC590002	A0A7M7SY89	A0A7M7SY89_STRPU	unreviewed	Nuclear pore complex protein Nup85		Strongylocentrotus purpuratus (Purple sea urchin)	673
LOC115920339	A0A7M7N645	A0A7M7N645_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	473
LOC583657	A0A7M7T1S3	A0A7M7T1S3_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	388
LOC115919296	A0A7M7MYG2	A0A7M7MYG2_STRPU	unreviewed	TSP1_spondin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	348
LOC579419	A0A7M7LT07	A0A7M7LT07_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	481
LOC581364	A0A7M7TGJ0	A0A7M7TGJ0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	425
LOC590499	A0A7M7P604	A0A7M7P604_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	792
LOC578497	A0A7M7SV40	A0A7M7SV40_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1137
LOC105439419	A0A7M7N791	A0A7M7N791_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	143
LOC586995	A0A7M7NM68	A0A7M7NM68_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	390
LOC586995	A0A7M7NMD0	A0A7M7NMD0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	435
LOC586995	A0A7M7NPM3	A0A7M7NPM3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	376
LOC115928287	A0A7M7PIL2	A0A7M7PIL2_STRPU	unreviewed	Importin N-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	427
LOC105442389	A0A7M7N5C9	A0A7M7N5C9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	157
LOC115920565	A0A7M7N7P6	A0A7M7N7P6_STRPU	unreviewed	P-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	187
LOC100889316	A0A7M7GGH8	A0A7M7GGH8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	665
LOC100889316	A0A7M7HK25	A0A7M7HK25_STRPU	unreviewed	SCP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	704
LOC100889316	A0A7M7HK78	A0A7M7HK78_STRPU	unreviewed	SCP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	644
LOC115928028	A0A7M7PHM1	A0A7M7PHM1_STRPU	unreviewed	PWI domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	281
LOC115924736	A0A7M7NZT7	A0A7M7NZT7_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	882
LOC580448	A0A7M7P5V0	A0A7M7P5V0_STRPU	unreviewed	Transporter		Strongylocentrotus purpuratus (Purple sea urchin)	618
LOC578140	A0A7M7GJ35	A0A7M7GJ35_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	523
LOC115924747	A0A7M7NYA6	A0A7M7NYA6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	393
LOC585114	A0A7M7P8I3	A0A7M7P8I3_STRPU	unreviewed	CW-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1058
LOC585114	A0A7M7PBL0	A0A7M7PBL0_STRPU	unreviewed	CW-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1080
LOC592174	A0A7M7GFR7	A0A7M7GFR7_STRPU	unreviewed	AAA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	190
LOC580332	A0A7M7MWV3	A0A7M7MWV3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1309
LOC100888432	A0A7M7GJH4	A0A7M7GJH4_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	280
LOC753988	A0A7M7GGH0	A0A7M7GGH0_STRPU	unreviewed	DUF3498 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	287
LOC753988	A0A7M7HK49	A0A7M7HK49_STRPU	unreviewed	DUF3498 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	248
LOC105446077	A0A7M7N8V8	A0A7M7N8V8_STRPU	unreviewed	SH2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	358
LOC115918145	A0A7M7NLC5	A0A7M7NLC5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	244
LOC105446238	A0A7M7PWJ1	A0A7M7PWJ1_STRPU	unreviewed	Metalloendopeptidase (EC 3.4.24.-)		Strongylocentrotus purpuratus (Purple sea urchin)	735
LOC100888986	A0A7M7N8J6	A0A7M7N8J6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	807
LOC105436915	A0A7M7PK81	A0A7M7PK81_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	131
LOC115920892	A0A7M7NCE3	A0A7M7NCE3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	326
LOC115923872	A0A7M7SYP6	A0A7M7SYP6_STRPU	unreviewed	Peptidase S1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	142
LOC105446453	A0A7M7LWL7	A0A7M7LWL7_STRPU	unreviewed	BHLH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	231
LOC579833	A0A7M7LT15	A0A7M7LT15_STRPU	unreviewed	Flavin-containing monooxygenase (EC 1.-.-.-)		Strongylocentrotus purpuratus (Purple sea urchin)	431
LOC115918247	A0A7M7ST51	A0A7M7ST51_STRPU	unreviewed	Nudix hydrolase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	384
LOC115921564	A0A7M7SVR4	A0A7M7SVR4_STRPU	unreviewed	NIDO domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	204
LOC115926397	A0A7M7P668	A0A7M7P668_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	329
LOC100893045	A0A7M7PIN1	A0A7M7PIN1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	622
LOC100893071	A0A7M7LLM0	A0A7M7LLM0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	370
LOC576122	A0A7M7NGV4	A0A7M7NGV4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	505
LOC580187	A0A7M7MYV1	A0A7M7MYV1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1279
LOC100893890	A0A7M7LW76	A0A7M7LW76_STRPU	unreviewed	VWFC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	851
LOC590229	A0A7M7PFC2	A0A7M7PFC2_STRPU	unreviewed	Reverse transcriptase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	309
LOC115922782	A0A7M7NL70	A0A7M7NL70_STRPU	unreviewed	Neur_chan_LBD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	356
LOC115922782	A0A7M7NLL7	A0A7M7NLL7_STRPU	unreviewed	Neur_chan_LBD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	354
LOC752842	A0A7M7T0H5	A0A7M7T0H5_STRPU	unreviewed	Aminotran_1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	506
LOC594805	A0A7M7NZV6	A0A7M7NZV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	632
LOC593493	A0A7M7RFD2	A0A7M7RFD2_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	876
LOC105445640	A0A7M7HP71	A0A7M7HP71_STRPU	unreviewed	ZP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	353
LOC755928	A0A7M7PTR5	A0A7M7PTR5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1606
LOC577003	A0A7M7RHW0	A0A7M7RHW0_STRPU	unreviewed	Lipocln_cytosolic_FA-bd_dom domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	206
LOC100892785	A0A7M7PKK5	A0A7M7PKK5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1826
LOC588253	A0A7M7P9W4	A0A7M7P9W4_STRPU	unreviewed	Myosin_tail_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	838
LOC588253	A0A7M7P9X0	A0A7M7P9X0_STRPU	unreviewed	Myosin_tail_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1427
LOC588253	A0A7M7PBF0	A0A7M7PBF0_STRPU	unreviewed	Myosin_tail_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1356
LOC588253	A0A7M7T230	A0A7M7T230_STRPU	unreviewed	Myosin_tail_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1433
LOC588253	A0A7M7T245	A0A7M7T245_STRPU	unreviewed	Myosin_tail_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1362
LOC115920507	A0A7M7PDK0	A0A7M7PDK0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	519
LOC115920507	A0A7M7PID6	A0A7M7PID6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	546
LOC105446486	A0A7M7PHQ3	A0A7M7PHQ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	137
LOC115923212	A0A7M7NRF8	A0A7M7NRF8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	216
LOC100889874	A0A7M7LSL9	A0A7M7LSL9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1800
LOC100889874	A0A7M7NXP9	A0A7M7NXP9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1801
LOC100891902	A0A7M7GFG6	A0A7M7GFG6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	284
LOC585086	A0A7M7HJA9	A0A7M7HJA9_STRPU	unreviewed	MYND-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	414
LOC115923827	A0A7M7NSH1	A0A7M7NSH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	285
LOC105440751	A0A7M7P4G4	A0A7M7P4G4_STRPU	unreviewed	Fucosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	424
LOC100890364	A0A7M7GGP7	A0A7M7GGP7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	520
LOC754388	A0A7M7FZS8	A0A7M7FZS8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	126
LOC754912	A0A7M7NLY2	A0A7M7NLY2_STRPU	unreviewed	MAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	562
LOC754912	A0A7M7NPG3	A0A7M7NPG3_STRPU	unreviewed	MAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	578
LOC578741	A0A7M7RAL3	A0A7M7RAL3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	323
LOC105447576	A0A7M7HRB3	A0A7M7HRB3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	445
LOC593059	A0A7M7N1W2	A0A7M7N1W2_STRPU	unreviewed	DNA mismatch repair protein		Strongylocentrotus purpuratus (Purple sea urchin)	1414
LOC752670	A0A7M7P8W5	A0A7M7P8W5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	286
LOC115923223	A0A7M7SXY3	A0A7M7SXY3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	548
LOC584795	A0A7M7HN17	A0A7M7HN17_STRPU	unreviewed	B30.2/SPRY domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	769
LOC584795	A0A7M7NDG0	A0A7M7NDG0_STRPU	unreviewed	B30.2/SPRY domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	800
LOC584795	A0A7M7NEG5	A0A7M7NEG5_STRPU	unreviewed	B30.2/SPRY domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	664
LOC584795	A0A7M7SVX7	A0A7M7SVX7_STRPU	unreviewed	B30.2/SPRY domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	800
LOC115926516	A0A7M7P787	A0A7M7P787_STRPU	unreviewed	F5/8 type C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	178
